# k	cb	gl	xy
396	0.0444832	0.0356944	0.0398066
397	0.0548036	0.0340991	0.0291496
398	0.0327294	0.0316133	0.0316951
399	0.0483402	0.0384015	0.0412268
400	0.123692	0.114684	0.113607
401	0.0400724	0.0407195	0.041544
402	0.0455648	0.0425444	0.0476456
403	0.124492	0.0976212	0.113746
404	0.0684816	0.0478472	0.0626965
405	0.167524	0.151998	0.137612
406	0.0651978	0.0323504	0.0303105
407	0.0341074	0.0334655	0.0277195
408	0.0487886	0.0406922	0.0494919
409	0.184016	0.057089	0.0376162
410	0.0375976	0.0314732	0.0289978
411	0.0459929	0.0356069	0.0403851
412	0.0605819	0.0339648	0.0257878
413	0.0306487	0.0304881	0.0309805
414	0.0407237	0.0363597	0.039512
415	0.0501998	0.0371005	0.0453935
416	0.0349078	0.0310159	0.0305739
417	0.0482418	0.0428715	0.0453502
418	0.13247	0.117669	0.113452
419	0.0467636	0.0366801	0.0339396
420	0.047968	0.0388419	0.0450746
421	0.158854	0.119124	0.12195
422	0.0696681	0.0785289	0.0789285
423	0.168515	0.152773	0.138093
424	0.0537934	0.0325255	0.0349372
425	0.0280413	0.0311152	0.0299866
426	0.0514028	0.0425236	0.055355
427	0.0438564	0.0332686	0.0339892
428	0.0356326	0.0341922	0.0279646
429	0.0501829	0.043287	0.0443131
430	0.0953039	0.0324053	0.0290007
431	0.0302678	0.033424	0.028634
432	0.042709	0.0386216	0.0419986
433	0.0567671	0.0739604	0.0675009
434	0.0549506	0.0490527	0.0499836
435	0.0540784	0.0447593	0.0443075
436	0.160284	0.117226	0.114176
437	0.0421215	0.0363639	0.0321801
438	0.048163	0.0423169	0.0441575
439	0.160285	0.117187	0.114089
440	0.040666	0.0322709	0.0323082
441	0.0597947	0.0604676	0.0655116
442	0.0616195	0.0602607	0.0586443
443	0.0585747	0.0444229	0.0858337
444	0.0539717	0.0489859	0.047728
445	0.0628895	0.0534211	0.0577116
446	0.0594202	0.0446867	0.0490455
447	0.0529406	0.0448045	0.0445236
448	0.0661447	0.0551969	0.0746728
449	0.076016	0.0443357	0.0463126
450	0.0533832	0.0471654	0.0465441
451	0.0521898	0.0438316	0.0528409
452	0.0418355	0.0319908	0.0324875
453	0.0453879	0.0361841	0.0358979
454	0.120251	0.11695	0.113445
455	0.033678	0.039357	0.044064
456	0.0462073	0.0365705	0.0359082
457	0.0929989	0.10168	0.0942633
