Time	cb	gl	xy
1.710000000000000000e+02	1.218533117328215232e+00	1.326470910366550626e+01	6.999022457232216610e+00
1.740000000000000000e+02	1.087318114143950742e+00	7.915310179420259828e+00	4.431498208417508522e+00
1.770000000000000000e+02	1.266635517777751296e+00	1.122400352263164969e+01	5.650753587227995034e+00
1.800000000000000000e+02	1.125455589834390313e+00	1.374442948552241361e+01	7.277229366930651366e+00
1.830000000000000000e+02	1.147171336502994965e+00	1.211075692231745649e+01	6.200890188454497576e+00
1.860000000000000000e+02	1.203608040141386226e+00	1.286307904255099643e+01	6.739745921637384285e+00
1.890000000000000000e+02	1.131067657704521556e+00	1.292698601889201093e+01	6.499598972395289387e+00
1.920000000000000000e+02	1.164546653918441921e+00	1.311804710792325857e+01	6.798088261625664153e+00
1.950000000000000000e+02	1.170671263970902931e+00	1.279985937765372128e+01	6.555795605301116602e+00
1.980000000000000000e+02	1.174145905493923170e+00	1.343506020967654813e+01	6.897476747911065686e+00
2.010000000000000000e+02	1.242936505964045368e+00	1.291562260895546110e+01	6.608016295825642317e+00
2.040000000000000000e+02	1.145387107592396037e+00	1.218485313493694022e+01	6.200988574218794902e+00
2.070000000000000000e+02	1.252261100507275460e+00	1.316366970612735443e+01	6.558101291873634331e+00
2.100000000000000000e+02	1.186900607366946803e+00	1.314452252264027265e+01	6.716301460483041552e+00
2.130000000000000000e+02	1.162034026207667381e+00	1.310529511891438581e+01	6.670373994687560426e+00
2.160000000000000000e+02	1.175226020264157345e+00	1.277963488894025978e+01	6.429262939028764556e+00
2.190000000000000000e+02	1.145907690969635073e+00	1.363711606091240114e+01	6.980428534396291518e+00
2.220000000000000000e+02	1.194566260827256476e+00	1.309761176995905352e+01	6.589384407333723992e+00
2.250000000000000000e+02	1.287335180335970941e+00	1.307073020152507326e+01	6.635931661350371158e+00
2.280000000000000000e+02	1.135635016748594905e+00	1.272048565855721769e+01	6.432099866313421899e+00
2.310000000000000000e+02	1.126918448387381533e+00	1.261885270130212255e+01	6.574136808129398268e+00
2.340000000000000000e+02	1.183803075299993957e+00	1.278364221257958633e+01	6.766608713339834935e+00
2.370000000000000000e+02	1.113367596483698430e+00	1.330928796421415861e+01	6.774361598604023982e+00
2.400000000000000000e+02	1.179595779865454386e+00	1.333029144436507707e+01	6.707221577996430817e+00
2.430000000000000000e+02	1.167453790115761336e+00	1.394594649582896473e+01	7.054379860505231470e+00
2.460000000000000000e+02	1.145557702008344059e+00	1.322139103923169401e+01	6.848402118582926690e+00
2.490000000000000000e+02	1.168453929376394695e+00	1.349049077716928835e+01	6.766112473842523123e+00
2.520000000000000000e+02	1.187938852643381393e+00	1.474115892884067591e+01	7.203022996990097404e+00
2.550000000000000000e+02	1.133320560430050916e+00	1.414442107161868201e+01	7.190880547782461996e+00
2.580000000000000000e+02	1.123393332942808520e+00	1.341717527434114032e+01	6.751711357621061893e+00
2.610000000000000000e+02	1.124437565964683694e+00	1.393046988719436996e+01	6.980978807809213649e+00
2.640000000000000000e+02	1.074680401894495096e+00	1.450705890339900428e+01	7.119557697815817932e+00
2.670000000000000000e+02	1.124703758915298613e+00	1.384379960888568739e+01	7.026242385759267961e+00
2.700000000000000000e+02	1.237605659153712123e+00	1.370214871141784307e+01	6.841123081717220167e+00
2.730000000000000000e+02	1.227324910292173277e+00	1.336977224382469842e+01	6.701546907136320286e+00
2.760000000000000000e+02	1.188358060984904929e+00	1.398386302266361270e+01	6.922175696076086737e+00
2.790000000000000000e+02	1.110945044844269036e+00	1.339258413942459747e+01	6.692395426630254995e+00
2.820000000000000000e+02	1.136922123855962585e+00	1.280175690245108377e+01	6.567381281170912466e+00
2.850000000000000000e+02	1.190465477381756454e+00	1.256433704669532148e+01	6.270242250704800568e+00
2.880000000000000000e+02	1.196477809651073088e+00	1.261759021763288757e+01	6.279751167827682501e+00
2.910000000000000000e+02	1.190025769475311357e+00	1.294462880556149642e+01	6.567078473674619943e+00
2.940000000000000000e+02	1.141874112384356987e+00	1.240248801261601663e+01	6.270381236612808884e+00
2.970000000000000000e+02	1.218098255166961463e+00	1.234537728773367959e+01	6.342238139644996942e+00
3.000000000000000000e+02	1.197447860074935200e+00	1.344334092151213511e+01	6.658037245127019332e+00
3.030000000000000000e+02	1.072502300385908214e+00	1.409638138082856784e+01	7.287140996436280105e+00
3.060000000000000000e+02	1.028893523743501737e+00	1.475170921554010128e+01	7.340379151697803195e+00
3.090000000000000000e+02	1.076767499412655704e+00	1.428324740243851920e+01	7.297626814005314877e+00
3.120000000000000000e+02	1.185116501212429396e+00	1.397166806955776153e+01	7.062729799514328555e+00
3.150000000000000000e+02	1.096561934848016895e+00	1.360446811243640397e+01	7.135347979634978799e+00
3.180000000000000000e+02	1.114498338971826819e+00	1.308002063023873873e+01	6.656234856212001283e+00
3.210000000000000000e+02	1.117538760034790357e+00	1.326646338353708998e+01	6.622290838457350226e+00
3.240000000000000000e+02	1.173986095816667241e+00	1.235509925736771386e+01	6.349228514214295238e+00
3.270000000000000000e+02	1.171603958482361652e+00	1.396500310107846055e+01	7.168791329461261519e+00
3.300000000000000000e+02	1.133574880172008026e+00	1.366690057544446191e+01	6.796712305702387269e+00
3.330000000000000000e+02	1.122150740064489005e+00	1.315638894100448830e+01	6.568871587911988108e+00
3.360000000000000000e+02	1.177895099909537224e+00	1.264448961618809619e+01	6.385925460279051613e+00
3.390000000000000000e+02	1.166820102029016537e+00	1.305802835255129679e+01	6.553034651699323199e+00
3.420000000000000000e+02	1.221017113064711612e+00	1.381541334575216418e+01	6.905679530708698444e+00
3.450000000000000000e+02	1.143347637150263996e+00	1.335395911954266168e+01	6.769824594937671414e+00
3.480000000000000000e+02	1.170775181363586270e+00	1.315012346095779883e+01	6.657933417781389807e+00
3.510000000000000000e+02	1.201615931246975633e+00	1.281145711812480315e+01	6.503269188958778813e+00
3.540000000000000000e+02	1.332239043647720056e+00	1.298172056838689237e+01	6.539889649939156335e+00
3.570000000000000000e+02	1.151777325764099080e+00	1.326883191751827873e+01	6.684430214795888503e+00
3.600000000000000000e+02	1.174958337117089302e+00	1.333080766936812189e+01	6.730795718971595676e+00
3.630000000000000000e+02	1.266484353388920292e+00	1.331823816912443625e+01	6.737112275828693875e+00
3.660000000000000000e+02	1.165981930628752439e+00	1.266113400203968098e+01	6.407153542868072371e+00
3.690000000000000000e+02	1.329070219633098571e+00	1.292509232356979432e+01	6.410772048556111713e+00
3.720000000000000000e+02	1.133305751637070369e+00	1.297935692966800225e+01	6.522650755920031074e+00
3.750000000000000000e+02	1.063653285900291623e+00	1.391340072511987458e+01	6.997622194529986572e+00
3.780000000000000000e+02	1.163282852488630947e+00	1.260518216098931177e+01	6.440898676144806601e+00
3.810000000000000000e+02	1.096142925489278941e+00	1.362473181702166691e+01	6.823443398325622411e+00
3.840000000000000000e+02	1.101524613632612004e+00	1.529914156948001036e+01	7.573431759279978692e+00
3.870000000000000000e+02	1.113030889998603223e+00	1.470224576456014631e+01	7.311370245244833477e+00
3.900000000000000000e+02	1.154843788158853801e+00	1.331581542147211650e+01	6.672668866874551519e+00
3.930000000000000000e+02	1.158972690856088228e+00	1.340530903433875665e+01	6.859037093712265332e+00
3.960000000000000000e+02	1.143766812231591157e+00	1.318498267058224016e+01	6.783118000379743329e+00
3.990000000000000000e+02	1.102026171688138767e+00	1.350899368934833866e+01	6.667885182536362976e+00
4.020000000000000000e+02	1.198736690701431851e+00	1.464825045656402658e+01	7.365992055254424464e+00
4.050000000000000000e+02	1.151770683332569600e+00	1.335691210413541086e+01	6.723421004418889346e+00
4.080000000000000000e+02	1.182433537433675186e+00	1.210401854100607011e+01	6.069188941143954352e+00
4.110000000000000000e+02	1.184258189007799889e+00	1.270474363476151325e+01	6.465238851599515613e+00
4.140000000000000000e+02	1.150261392806817495e+00	1.248218525712867155e+01	6.374896918176717442e+00
4.170000000000000000e+02	1.128878206791437577e+00	1.360458949072259394e+01	6.955632443963934541e+00
4.200000000000000000e+02	1.195406566303995444e+00	1.423218854053834015e+01	6.962619129238754923e+00
4.230000000000000000e+02	1.100696838590407012e+00	1.351119867115613360e+01	6.679634945908018651e+00
4.260000000000000000e+02	1.111655534646998067e+00	1.317556564195429303e+01	6.650223378525590867e+00
4.290000000000000000e+02	1.077851232247896140e+00	1.479631246494739827e+01	7.497211482356633816e+00
4.320000000000000000e+02	1.198097851850230544e+00	1.397553525461056623e+01	7.010903769261735974e+00
4.350000000000000000e+02	1.109255143392960941e+00	1.456157538101316717e+01	7.324897078123447258e+00
4.380000000000000000e+02	1.148655827169397847e+00	1.353282388850741391e+01	6.830007141467756782e+00
4.410000000000000000e+02	1.071841594067056036e+00	1.493627768988128679e+01	7.418750259089623711e+00
4.440000000000000000e+02	1.137507209377783379e+00	1.311433560988495373e+01	6.504101861812383589e+00
4.470000000000000000e+02	1.176697650231774306e+00	1.318866936600772810e+01	6.833196693515934506e+00
4.500000000000000000e+02	1.132572405786299141e+00	1.395449306884803597e+01	6.951520798097536868e+00
4.530000000000000000e+02	1.177946721329539814e+00	1.435168322310698308e+01	7.168714546056680348e+00
4.560000000000000000e+02	1.101453132855589878e+00	1.439465874612436913e+01	7.150406583090983759e+00
4.590000000000000000e+02	1.184799911641667203e+00	1.307338092452089029e+01	6.569883316664558492e+00
4.620000000000000000e+02	1.194291550308249183e+00	1.354269521448947344e+01	6.768561157758859359e+00
4.650000000000000000e+02	1.104487111595407134e+00	1.320990400433164780e+01	6.701206509183859517e+00
4.680000000000000000e+02	1.178449294815796522e+00	1.357207301442805658e+01	6.871457555563886821e+00
4.710000000000000000e+02	1.129476159511820565e+00	1.372906616053619011e+01	6.992272297573975059e+00
4.740000000000000000e+02	1.207640786660965526e+00	1.307837650974272847e+01	6.652411423608470820e+00
4.770000000000000000e+02	1.094682261588864947e+00	1.318067160344484812e+01	6.596821331785151621e+00
4.800000000000000000e+02	1.039546059808801548e+00	1.341936592242880621e+01	7.071664010814309620e+00
4.830000000000000000e+02	1.216740167799699401e+00	1.350308153212370499e+01	6.848147443641630971e+00
4.860000000000000000e+02	1.184202812807046978e+00	1.436024884751052433e+01	7.223662297996836124e+00
4.890000000000000000e+02	1.081636951554877601e+00	1.440113905550954065e+01	7.173853135878879073e+00
4.920000000000000000e+02	1.043027307318482810e+00	1.415169944111134548e+01	7.151154032341682232e+00
4.950000000000000000e+02	1.173182650187643006e+00	1.376051157038172335e+01	7.138608109529423373e+00
4.980000000000000000e+02	1.104980719905712006e+00	1.385383686598200370e+01	6.886207911248590108e+00
5.010000000000000000e+02	1.142940282097927973e+00	1.408963102694582226e+01	7.080046590929547357e+00
5.040000000000000000e+02	1.037667394712804114e+00	1.423959814502396704e+01	7.169613863248584629e+00
5.070000000000000000e+02	1.139731893896650972e+00	1.428503871511096790e+01	7.251068131551313911e+00
5.100000000000000000e+02	1.036489524772059578e+00	1.492771698420626514e+01	7.409423895170699659e+00
5.130000000000000000e+02	1.050075453673603443e+00	1.388585100921442361e+01	6.989021865130327527e+00
5.160000000000000000e+02	1.049710460271023438e+00	1.409829444506128659e+01	7.040166393127694988e+00
5.190000000000000000e+02	1.107325556754281459e+00	1.593878221876114054e+01	7.864457041206098786e+00
5.220000000000000000e+02	1.076648617114305484e+00	1.401678610012401016e+01	7.102722572384855937e+00
5.250000000000000000e+02	1.092142856485774471e+00	1.512420950592155222e+01	7.796372048510616715e+00
5.280000000000000000e+02	9.800215112444160548e-01	1.495423744496440399e+01	7.480082058306574133e+00
5.310000000000000000e+02	1.105085479366928913e+00	1.519535483822341604e+01	7.310515899232830961e+00
5.340000000000000000e+02	9.331926503031516829e-01	1.518607406219095424e+01	7.487347290749649886e+00
5.370000000000000000e+02	1.021235430410782241e+00	1.554300882199120082e+01	7.850769566923848863e+00
5.400000000000000000e+02	1.008554160441504033e+00	1.380638660296289011e+01	7.226588977813901415e+00
5.430000000000000000e+02	1.092517847323058566e+00	1.445479456605524327e+01	7.528360923376142821e+00
5.460000000000000000e+02	1.062235463039771899e+00	1.435320420273450459e+01	7.063513304728926911e+00
5.490000000000000000e+02	1.081958232488353211e+00	1.539872310667156974e+01	7.835899443810661502e+00
5.520000000000000000e+02	1.050976004629658345e+00	1.332479403359970682e+01	6.614708620883905432e+00
5.550000000000000000e+02	1.049747170185174161e+00	1.408219341716749895e+01	7.084988764748851864e+00
5.580000000000000000e+02	1.001334376096265633e+00	1.623194992943182058e+01	8.147357560437830770e+00
5.610000000000000000e+02	1.078414885351581365e+00	1.462959907946454408e+01	7.506624545952940153e+00
5.640000000000000000e+02	9.840958074133985267e-01	1.524384031193157085e+01	7.520057698906828847e+00
5.670000000000000000e+02	9.325510576837061638e-01	1.534545917614517663e+01	7.459640046613389863e+00
5.700000000000000000e+02	1.076498138047508712e+00	1.694739976656190805e+01	8.311462311802221947e+00
5.730000000000000000e+02	1.051923898353445797e+00	1.529514979407156616e+01	7.583023574743667616e+00
5.760000000000000000e+02	1.127594388114417701e+00	1.506822522085671601e+01	7.543860107635273593e+00
5.790000000000000000e+02	1.088013471807367960e+00	1.340949257833664277e+01	6.902597187546470892e+00
5.820000000000000000e+02	1.248800934948880004e+00	1.383220081407439039e+01	7.066766122636728653e+00
5.850000000000000000e+02	1.060246260494975834e+00	1.585009602338940660e+01	7.862817592252067556e+00
5.880000000000000000e+02	1.086123518082152906e+00	1.383443777687255327e+01	7.053597434938814636e+00
5.910000000000000000e+02	9.005844311578042882e-01	1.453036687129450577e+01	7.226420708887735245e+00
5.940000000000000000e+02	9.938968177072033949e-01	1.627124597919051041e+01	8.342059551757991187e+00
5.970000000000000000e+02	1.028973557997231447e+00	1.447651337198226429e+01	7.255834162656820574e+00
6.000000000000000000e+02	1.001477947492053877e+00	1.378348411870228674e+01	7.303163126279191175e+00
6.030000000000000000e+02	9.844872085456007893e-01	1.499432089778919597e+01	7.288611968477072267e+00
6.060000000000000000e+02	9.600510681655670675e-01	1.457812452316499474e+01	7.071629945160088582e+00
6.090000000000000000e+02	1.070855470719958236e+00	1.434086787328833701e+01	7.336989687021278961e+00
6.120000000000000000e+02	1.008307615222895137e+00	1.584733714785487457e+01	7.866488576087446560e+00
6.150000000000000000e+02	9.987202509711552434e-01	1.539464366205116619e+01	7.735728782269387871e+00
6.180000000000000000e+02	1.070360538682144869e+00	1.436450177468105238e+01	7.065774940359505152e+00
6.210000000000000000e+02	1.012217227944037345e+00	1.425626553084928361e+01	7.188104119740608589e+00
6.240000000000000000e+02	1.031462596374329133e+00	1.495190934306030961e+01	7.738870796802974183e+00
6.270000000000000000e+02	9.634558728568273223e-01	1.410838379431505096e+01	7.040896722981742073e+00
6.300000000000000000e+02	1.156691463178963764e+00	1.483713106674389692e+01	7.269352430369580453e+00
6.330000000000000000e+02	1.025302452554562205e+00	1.382815511899020322e+01	7.051483040448513151e+00
6.360000000000000000e+02	1.071505514763869460e+00	1.416721947406843185e+01	6.933284304594111269e+00
6.390000000000000000e+02	1.152656131239480741e+00	1.560901295367215269e+01	7.613253933084305203e+00
6.420000000000000000e+02	1.152198583732893633e+00	1.578189844568952438e+01	7.715081855633834529e+00
6.450000000000000000e+02	1.080556383322385461e+00	1.479873481305414984e+01	7.191104460284200250e+00
6.480000000000000000e+02	1.069711328063453371e+00	1.324360524780268022e+01	6.555740647904862328e+00
6.510000000000000000e+02	1.084989300552425373e+00	1.394210334855499767e+01	6.978221045995021576e+00
6.540000000000000000e+02	1.074510964637940713e+00	1.409770286527096772e+01	7.016532333423962875e+00
6.570000000000000000e+02	1.002515579309293026e+00	1.551341152132595447e+01	7.945792835878081384e+00
6.600000000000000000e+02	9.713721685166225583e-01	1.409817561578612732e+01	7.053593475273602920e+00
6.630000000000000000e+02	1.038153719636514261e+00	1.388077036850510737e+01	6.765487238220846855e+00
6.660000000000000000e+02	1.021251845917476198e+00	1.467373854731873806e+01	7.209592822262012035e+00
6.690000000000000000e+02	1.014891116249733605e+00	1.445559154371719579e+01	7.239375670282705677e+00
6.720000000000000000e+02	1.157582226897388322e+00	1.385270575269934135e+01	6.872470041922455586e+00
6.750000000000000000e+02	1.016158147358062092e+00	1.434504061761024296e+01	7.145750445671699147e+00
6.780000000000000000e+02	1.018783440594732914e+00	1.403730259759868737e+01	6.815841936441535687e+00
6.810000000000000000e+02	1.105626279429296810e+00	1.399037305877667059e+01	7.038657172028401021e+00
6.840000000000000000e+02	1.031624295772777700e+00	1.445201835403941004e+01	7.216498401408188101e+00
6.870000000000000000e+02	1.053036474004914513e+00	1.471406157075429988e+01	7.273200808900210923e+00
6.900000000000000000e+02	1.125493859513646555e+00	1.444637146959622420e+01	6.965896623017099110e+00
6.930000000000000000e+02	1.079147287845894976e+00	1.487595790137516971e+01	7.460036617134761627e+00
6.960000000000000000e+02	1.014383698659667488e+00	1.408009677727991260e+01	7.077108358064024607e+00
6.990000000000000000e+02	9.776594818401158626e-01	1.388952622694688621e+01	6.960469821247919242e+00
7.020000000000000000e+02	9.736244927795500992e-01	1.382623239617596234e+01	6.815065783573404978e+00
7.050000000000000000e+02	9.741851097350615607e-01	1.491822216750087726e+01	7.457106810623203685e+00
7.080000000000000000e+02	1.086392368808202002e+00	1.401117432201346347e+01	7.055082570787680751e+00
7.110000000000000000e+02	9.962577423290077672e-01	1.490361742843485438e+01	7.379738680899205150e+00
7.140000000000000000e+02	9.641547432479765645e-01	1.445218345493211309e+01	7.169298798656129179e+00
7.170000000000000000e+02	1.048080152039891022e+00	1.538139457669974419e+01	7.620683478655855048e+00
7.200000000000000000e+02	1.012359840596091853e+00	1.441574508715145342e+01	7.124354978156708817e+00
7.230000000000000000e+02	1.045526390710838971e+00	1.376842870121377693e+01	6.701676827438411976e+00
7.260000000000000000e+02	1.105834542997236492e+00	1.438826671954157099e+01	7.189589022863753343e+00
7.290000000000000000e+02	1.019902350567780447e+00	1.341313802127629629e+01	6.582193303534207729e+00
7.320000000000000000e+02	1.094281401834397816e+00	1.334151420927094733e+01	6.650420036160926252e+00
7.350000000000000000e+02	1.046917637263779177e+00	1.445828368504640693e+01	7.281396592489874031e+00
7.380000000000000000e+02	9.993251343495819228e-01	1.437076253853229701e+01	7.005935966888958255e+00
7.410000000000000000e+02	1.112993242088063495e+00	1.360859782124700423e+01	6.820540695608381832e+00
7.440000000000000000e+02	1.011737229313946385e+00	1.485883018256958366e+01	7.468047533687739659e+00
7.470000000000000000e+02	1.017355268110774924e+00	1.390935919010139799e+01	7.066598217705438501e+00
7.500000000000000000e+02	1.073513429902772431e+00	1.448685878105214186e+01	7.360526616794763832e+00
7.530000000000000000e+02	1.012461924142230796e+00	1.319379802606080965e+01	6.679882223705290833e+00
7.560000000000000000e+02	1.037545608489156779e+00	1.423881583236160608e+01	7.025020831995338888e+00
7.590000000000000000e+02	1.063104411894953749e+00	1.444146970808562003e+01	7.181446467616199314e+00
7.620000000000000000e+02	1.130736443775842259e+00	1.478102695398506050e+01	7.297590491015496283e+00
7.650000000000000000e+02	1.112273648661315173e+00	1.511781485829154370e+01	7.190749499213644924e+00
7.680000000000000000e+02	1.107079829453033515e+00	1.389777809487140026e+01	7.109077105619564740e+00
7.710000000000000000e+02	1.011957402766669789e+00	1.381149590956819928e+01	6.846834888794143481e+00
7.740000000000000000e+02	1.068357624007941098e+00	1.314400712398796323e+01	6.521926179802264301e+00
7.770000000000000000e+02	1.073143983912729693e+00	1.324782802784540081e+01	6.497361083742363874e+00
7.800000000000000000e+02	9.956264624874346936e-01	1.351840084139994147e+01	6.948275102614919874e+00
7.830000000000000000e+02	1.051167646066641703e+00	1.551044665197830419e+01	7.613523808214478272e+00
7.860000000000000000e+02	1.112474800220537574e+00	1.434048339336938938e+01	7.061063673964238063e+00
7.890000000000000000e+02	9.547660006467812988e-01	1.413305163201511228e+01	7.042853456413189939e+00
7.920000000000000000e+02	9.837785596634622820e-01	1.527526247881764654e+01	7.554375595385219633e+00
7.950000000000000000e+02	1.054106237718946293e+00	1.333935353392622858e+01	6.558351549883752796e+00
7.980000000000000000e+02	1.064157216114628879e+00	1.297537195393758580e+01	6.422124684261915739e+00
8.010000000000000000e+02	1.026704457968926176e+00	1.563797914846769643e+01	7.625016335375697452e+00
8.040000000000000000e+02	1.010020360040101650e+00	1.433013258253833300e+01	7.001626332986950807e+00
8.070000000000000000e+02	1.119335989888071037e+00	1.419720113469487011e+01	7.064351586295952501e+00
8.100000000000000000e+02	1.067794479862230528e+00	1.328089549453352625e+01	6.687335273659314794e+00
8.130000000000000000e+02	1.035914736539449654e+00	1.434876156491772292e+01	7.188241491316346377e+00
8.160000000000000000e+02	1.047664522802211895e+00	1.441769063623374869e+01	7.104800629142172141e+00
8.190000000000000000e+02	1.026756182600084610e+00	1.455618646133106253e+01	7.343346364267658188e+00
8.220000000000000000e+02	1.059602117799059329e+00	1.375669866244401618e+01	6.848516222598954428e+00
8.250000000000000000e+02	1.092989424679576604e+00	1.326620616251878282e+01	6.605174381324471433e+00
8.280000000000000000e+02	1.129702180757061969e+00	1.410153575589527364e+01	6.953976364354832462e+00
8.310000000000000000e+02	1.037098943032273457e+00	1.441206448728446432e+01	7.071530731920782742e+00
8.340000000000000000e+02	1.006567034375420944e+00	1.493943502535073620e+01	7.208265814521674919e+00
8.370000000000000000e+02	1.030052919905105169e+00	1.395379608500179991e+01	6.880284308851750019e+00
8.400000000000000000e+02	9.955717471600872281e-01	1.456422641280992281e+01	7.137965879128013391e+00
8.430000000000000000e+02	9.665846673110485288e-01	1.485585534479412750e+01	7.175893187286539465e+00
8.460000000000000000e+02	1.085787652136825931e+00	1.308358045391665314e+01	6.464434948506430523e+00
8.490000000000000000e+02	9.881538732331113239e-01	1.392699204708723038e+01	6.889508133882672247e+00
8.520000000000000000e+02	1.085427859025029251e+00	1.306133730107931079e+01	6.602985580263000642e+00
8.550000000000000000e+02	9.530956549181668347e-01	1.386680410953477427e+01	6.875550054312785875e+00
8.580000000000000000e+02	1.114013292543344580e+00	1.538818119199709500e+01	7.368816038051147821e+00
8.610000000000000000e+02	1.041210543945397138e+00	1.474337418591070126e+01	7.071870520543573235e+00
8.640000000000000000e+02	8.990423892909011894e-01	1.568537693609535744e+01	7.842236689999148247e+00
8.670000000000000000e+02	9.160687401880911462e-01	1.449058015405383060e+01	7.173294091875860090e+00
8.700000000000000000e+02	9.675319144740478494e-01	1.463284869566204094e+01	7.156069933439924036e+00
8.730000000000000000e+02	1.099423276360399049e+00	1.438609341203693148e+01	7.122438520899652126e+00
8.760000000000000000e+02	1.031344463885349505e+00	1.596549280085522859e+01	7.844467360342469497e+00
8.790000000000000000e+02	1.041381826024212476e+00	1.403679371029320322e+01	6.891145924207870088e+00
8.820000000000000000e+02	8.948807950788999488e-01	1.450620912346847646e+01	7.103201838857905237e+00
8.850000000000000000e+02	9.771379395409918178e-01	1.423251794495676492e+01	7.027084897357385174e+00
8.880000000000000000e+02	8.965556495399445991e-01	1.475779424291135200e+01	7.266602990842470078e+00
8.910000000000000000e+02	8.347102711668213937e-01	1.468974006231954377e+01	7.233553897891392914e+00
8.940000000000000000e+02	9.113947495835538204e-01	1.406853862380688369e+01	6.870861171661157840e+00
8.970000000000000000e+02	1.031273567008223147e+00	1.358432255216173878e+01	6.920426070627046400e+00
9.000000000000000000e+02	9.013353500129085427e-01	1.468830122009351058e+01	7.241000038162576757e+00
9.030000000000000000e+02	9.547902995266760451e-01	1.386408118962358493e+01	6.837572905778579901e+00
9.060000000000000000e+02	1.048493295183037244e+00	1.320748410099233894e+01	6.694277235901712864e+00
9.090000000000000000e+02	9.726399990812992780e-01	1.340069901865254387e+01	6.666137594680766831e+00
9.120000000000000000e+02	8.170603844303037100e-01	1.582977888286035828e+01	7.848488085643774426e+00
9.150000000000000000e+02	9.191279105341718658e-01	1.468263267842775655e+01	7.308223564912010417e+00
9.180000000000000000e+02	1.038789380768715187e+00	1.412207504396392288e+01	6.897386258733737563e+00
9.210000000000000000e+02	9.485396536881816054e-01	1.473724502830825500e+01	7.240912321664424667e+00
9.240000000000000000e+02	9.907055210617663477e-01	1.432512759085421372e+01	7.187390114240943539e+00
9.270000000000000000e+02	9.430583098617457694e-01	1.354192225309384412e+01	6.668692029378251007e+00
9.300000000000000000e+02	8.138443433597355448e-01	1.456689027069730535e+01	7.091430025349758637e+00
9.330000000000000000e+02	8.897775139682777557e-01	1.470024981715264900e+01	7.218482654583495695e+00
9.360000000000000000e+02	8.914700213607555934e-01	1.448355041453604386e+01	7.077626935540060948e+00
9.390000000000000000e+02	9.771910966554848699e-01	1.387646786515616704e+01	6.823088430743715627e+00
9.420000000000000000e+02	1.075791958107205515e+00	1.345498129727549852e+01	6.808812227377517345e+00
9.450000000000000000e+02	1.140567801307951656e+00	1.408995861948809392e+01	6.991835946821713499e+00
9.480000000000000000e+02	1.010970326996683877e+00	1.360221518669774277e+01	6.794917091029180511e+00
9.510000000000000000e+02	9.615086965384517237e-01	1.426964512995065704e+01	7.051253840464575262e+00
9.540000000000000000e+02	9.326089654375819826e-01	1.321898112056794616e+01	6.637803144869121041e+00
9.570000000000000000e+02	9.670308527405512278e-01	1.277923598097292768e+01	6.243573086701123209e+00
9.600000000000000000e+02	9.007580773421406395e-01	1.313212797047465585e+01	6.426768403799398399e+00
9.630000000000000000e+02	1.011405457795574225e+00	1.324866522103333821e+01	6.457156939561957465e+00
9.660000000000000000e+02	8.282231870511507221e-01	1.337070107524114171e+01	6.578742733447489499e+00
9.690000000000000000e+02	9.042558089103356345e-01	1.400674730529953038e+01	7.006154520189917356e+00
9.720000000000000000e+02	9.162160505735414961e-01	1.285783095540452159e+01	6.257694325049196316e+00
9.750000000000000000e+02	8.705264003068174938e-01	1.417945292135141955e+01	7.089464717385039805e+00
9.780000000000000000e+02	9.796656108044790034e-01	1.265091971580091013e+01	6.242326171249498401e+00
9.810000000000000000e+02	9.459082342407680866e-01	1.302787345271193153e+01	6.370623764838214242e+00
9.840000000000000000e+02	9.336309310012684826e-01	1.361685534957156207e+01	6.648109015421556300e+00
9.870000000000000000e+02	9.627318149471024711e-01	1.263458893332390431e+01	6.215607067847452427e+00
9.900000000000000000e+02	9.226597425004349207e-01	1.353303116919768279e+01	6.700128855721827925e+00
9.930000000000000000e+02	1.068117583481626331e+00	1.389205054458646060e+01	6.869057307825691794e+00
9.960000000000000000e+02	9.842479672644146582e-01	1.269650096548338247e+01	6.348766044838010991e+00
9.990000000000000000e+02	1.041577081817917971e+00	1.343719774369372999e+01	6.637209935011355810e+00
1.002000000000000000e+03	9.783047719627386840e-01	1.275466805484096078e+01	6.436228131036922484e+00
1.005000000000000000e+03	9.501767209788537505e-01	1.315648610024472909e+01	6.529790821549258162e+00
1.008000000000000000e+03	9.440388572370617126e-01	1.320216724458106938e+01	6.537731524749454515e+00
1.011000000000000000e+03	9.253183634087571718e-01	1.341179070011154728e+01	6.599961196870928859e+00
1.014000000000000000e+03	9.294888308590315562e-01	1.373626123405534649e+01	6.750434651338135694e+00
1.017000000000000000e+03	8.824306037050591023e-01	1.406144125966524250e+01	6.895239552329000432e+00
1.020000000000000000e+03	8.351244751367590258e-01	1.353807333914812006e+01	6.695179674466735342e+00
1.023000000000000000e+03	8.530322296226562351e-01	1.401149867964064910e+01	6.845011036218095590e+00
1.026000000000000000e+03	9.663450050980694206e-01	1.448624175791709234e+01	7.033246960977849405e+00
1.029000000000000000e+03	9.175978574952776690e-01	1.338443203101278911e+01	6.660417144882500473e+00
1.032000000000000000e+03	9.560461231658242687e-01	1.443257961608681761e+01	7.077896902593081130e+00
1.035000000000000000e+03	8.457222071668317742e-01	1.436473742075477666e+01	7.056124787033492218e+00
1.038000000000000000e+03	8.272814774344440236e-01	1.401787827872640335e+01	6.846539363703163517e+00
1.041000000000000000e+03	8.127679590799634646e-01	1.425547812368530742e+01	6.864251299153172781e+00
